L,a,b,L,c,h,X,Y,Z,sRGB R,sRGB G,sRGB B,HEX,spot con
34.5300259,4.43668899,2.10380722,34.5300259,4.91021527,25.3695626,0.083254315,0.08265604,0.082421807,90,79,78,#5a4f4e,1712.48
34.4792453,4.45279157,2.10279638,34.4792453,4.92433807,25.2786612,0.083026629,0.082407093,0.082170363,90,79,78,#5a4f4e,1720.3825
34.4482535,4.43141594,2.12045331,34.4482535,4.91261331,25.5713334,0.082852915,0.082255404,0.081964194,90,79,78,#5a4f4e,1727.22
34.387281,4.42579958,2.12043105,34.387281,4.90753806,25.5994019,0.082552575,0.081957519,0.08166002,89,78,78,#594e4e,1733.8775
34.3638791,4.40664407,2.11556678,34.3638791,4.88816272,25.6449963,0.082418516,0.081843379,0.081557497,89,78,78,#594e4e,1741.1725
34.331841,4.41519338,2.14889106,34.331841,4.91036306,25.9523594,0.082273986,0.081687289,0.081301991,89,78,77,#594e4d,1748.4425
34.2776038,4.41408044,2.14310775,34.2776038,4.9068337,25.8973262,0.082012354,0.081423496,0.081049416,89,78,77,#594e4d,1755.4775
34.2533876,4.3970563,2.15513411,34.2533876,4.89680581,26.1109116,0.081877349,0.0813059,0.080894845,89,78,77,#594e4d,1762.335
34.2092782,4.38986564,2.14966118,34.2092782,4.88794062,26.0904019,0.081658241,0.081091992,0.080692287,89,78,77,#594e4d,1769.3775
34.1803055,4.38784205,2.18945601,34.1803055,4.90376136,26.5183893,0.081517527,0.080951693,0.0804352,89,78,77,#594e4d,1777.1725
34.1361653,4.36658328,2.18467359,34.1361653,4.8826067,26.5795559,0.081283354,0.080738258,0.080231287,89,78,77,#594e4d,1784.87
34.1157018,4.35060334,2.18537459,34.1157018,4.86863549,26.671078,0.081168176,0.080639436,0.080128539,89,78,77,#594e4d,1792.1825
34.0776083,4.36421589,2.19040586,34.0776083,4.88305828,26.6521365,0.081001896,0.080455691,0.079926888,89,78,77,#594e4d,1799.87
34.0453008,4.35874967,2.22494493,34.0453008,4.89377958,27.0422596,0.080842301,0.080300074,0.079670026,89,78,77,#594e4d,1807.6075
34.0048287,4.33852735,2.2086896,34.0048287,4.86838057,26.980071,0.080627955,0.080105413,0.079517936,88,78,77,#584e4d,1814.4975
33.9698566,4.34148642,2.22002226,33.9698566,4.87616685,27.0829647,0.080465491,0.07993746,0.079314703,88,77,77,#584d4d,1820.855
33.9355566,4.34221211,2.21424853,33.9355566,4.87418737,27.0186533,0.080303972,0.079772962,0.079163519,88,77,76,#584d4c,1827.4525
33.9037869,4.33445349,2.23187553,33.9037869,4.87532106,27.2446224,0.080145323,0.079620801,0.078958706,88,77,76,#584d4c,1834.2
33.8759036,4.32786947,2.23796532,33.8759036,4.87226261,27.3437355,0.080006502,0.079487413,0.078805716,88,77,76,#584d4c,1841.545
33.8408495,4.31663264,2.25006907,33.8408495,4.8678669,27.5310321,0.079828972,0.079319933,0.078601127,88,77,76,#584d4c,1848.8775
33.8025328,4.30191321,2.25659373,33.8025328,4.85784649,27.6795197,0.079632561,0.079137135,0.078396764,88,77,76,#584d4c,1855.2725
33.7836583,4.27941273,2.29821216,33.7836583,4.85748417,28.2375393,0.079519307,0.079047193,0.078188338,88,77,76,#584d4c,1862.11
33.7452534,4.26460616,2.30484036,33.7452534,4.84759268,28.3893578,0.079322896,0.078864395,0.077983975,88,77,76,#584d4c,1869.74
33.7000377,4.2857005,2.29823868,33.7000377,4.8630371,28.2027644,0.079133919,0.07864954,0.077784129,88,77,76,#584d4c,1877.59
33.6653639,4.28639007,2.29251887,33.6653639,4.86094462,28.139508,0.0789724,0.078485043,0.077632945,88,77,76,#584d4c,1885.73
33.6327172,4.25210316,2.32921758,33.6327172,4.84826112,28.7130518,0.078782675,0.078330372,0.077373371,87,77,76,#574d4c,1893.485
33.5846855,4.28188717,2.29887457,33.5846855,4.85997757,28.2306173,0.078590828,0.078103181,0.077227155,87,77,75,#574d4b,1901.0875
33.5630321,4.26779256,2.31716212,33.5630321,4.85626334,28.4993761,0.078474703,0.078000904,0.077072359,87,77,75,#574d4b,1908.015
33.5276339,4.24196502,2.33024609,33.5276339,4.83986716,28.78139,0.078282108,0.077833897,0.076866414,87,76,75,#574c4b,1914.2275
33.4926175,4.25703789,2.32387645,33.4926175,4.85002818,28.6297061,0.078135655,0.077668926,0.076716586,87,76,75,#574c4b,1921.4675
33.4604772,4.22019897,2.34337807,33.4604772,4.82716274,29.0423926,0.077946876,0.077517711,0.076509061,87,76,75,#574c4b,1929.17
33.435353,4.2169219,2.35545737,33.435353,4.83017699,29.1865325,0.077826936,0.077399642,0.076355846,87,76,75,#574c4b,1935.7575
33.3930368,4.21280853,2.35593136,33.3930368,4.82681762,29.2152553,0.077626709,0.077201052,0.076153063,87,76,75,#574c4b,1941.3625
33.3712148,4.19855176,2.37445075,33.3712148,4.82346901,29.4899143,0.077510584,0.077098774,0.075998268,87,76,75,#574c4b,1948.435
33.3287885,4.19440542,2.37496528,33.3287885,4.82011379,29.5195004,0.077310358,0.076900184,0.075795485,87,76,75,#574c4b,1955.5975
33.3215989,4.17511393,2.38182748,33.3215989,4.80673262,29.7039816,0.077256585,0.076866565,0.07574253,87,76,75,#574c4b,1962.185
33.28491,4.18031402,2.41153531,33.28491,4.82602609,29.979744,0.077093174,0.076695156,0.075487249,87,76,75,#574c4b,1970.0575
33.2463628,4.17737245,2.40014742,33.2463628,4.81779495,29.879914,0.076912774,0.07651534,0.07533629,86,76,75,#564c4b,1978.61
33.2211211,4.15945563,2.41309384,33.2211211,4.80875171,30.1200159,0.076777769,0.076397744,0.075181719,86,76,74,#564c4a,1987.5025
33.1964946,4.15379196,2.40763364,33.1964946,4.80111315,30.0975702,0.076658774,0.076283131,0.075080553,86,76,74,#564c4a,1994.5325
33.1529199,4.16650678,2.42535371,33.1529199,4.82100813,30.2039942,0.076472667,0.076080612,0.074827078,86,76,74,#564c4a,1999.0375
33.1350324,4.13869188,2.43278999,33.1350324,4.80075385,30.4477007,0.076361304,0.075997582,0.07472275,86,76,74,#564c4a,2004.0175
33.0821713,4.13838273,2.41540385,33.0821713,4.79169984,30.2703523,0.0761195,0.075752563,0.074521998,86,76,74,#564c4a,2010.1525
33.0666938,4.13105228,2.44584462,33.0666938,4.8008071,30.6282201,0.076041137,0.075680923,0.074366752,86,75,74,#564b4a,2015.585
33.0452256,4.12891775,2.44618258,33.0452256,4.79914274,30.644675,0.075941024,0.075581628,0.074265361,86,75,74,#564b4a,2021.7325
33.0163567,4.12194117,2.45283395,33.0163567,4.79653973,30.7555091,0.075802202,0.07544824,0.074112371,86,75,74,#564b4a,2027.9675
32.9874537,4.1149508,2.45950431,32.9874537,4.7939526,30.8667427,0.075663381,0.075314853,0.073959381,86,75,74,#564b4a,2033.555
32.9550886,4.11909949,2.45969821,32.9550886,4.79761356,30.8433111,0.075520743,0.075165674,0.073807972,86,75,74,#564b4a,2040.16
32.9363054,4.09336572,2.48522698,32.9363054,4.78873637,31.2634169,0.075408435,0.075079188,0.073651595,86,75,74,#564b4a,2046.2175
32.9146196,4.10597066,2.48492848,32.9146196,4.79936085,31.1822755,0.075323386,0.07497942,0.07355156,86,75,74,#564b4a,2051.5275
32.8754859,4.10291566,2.47349238,32.8754859,4.79083307,31.0841827,0.075142987,0.074799604,0.073400601,85,75,74,#554b4a,2056.44
32.8606303,4.09316626,2.48623008,32.8606303,4.78908656,31.2749135,0.075065571,0.074731419,0.073297403,85,75,74,#554b4a,2061.17
32.8417744,4.06731481,2.51190235,32.8417744,4.7804501,31.6987511,0.074953262,0.074644933,0.073141027,85,75,73,#554b49,2066.9275
32.8057666,4.08266382,2.50564373,32.8057666,4.79023949,31.5385919,0.074806809,0.074479962,0.072991199,85,75,73,#554b49,2073.335
32.7767169,4.0607254,2.51314515,32.7767169,4.77549885,31.7529794,0.074652922,0.074347048,0.072836853,85,75,73,#554b49,2078.815
32.7549925,4.05852431,2.513563,32.7549925,4.77384736,31.7711462,0.074552809,0.074247753,0.072735461,85,75,73,#554b49,2083.76
32.7324916,4.05867717,2.53215135,32.7324916,4.78379043,31.9594565,0.074451749,0.074145002,0.072582022,85,75,73,#554b49,2089.77
32.7074722,4.03793041,2.5274005,32.7074722,4.76367875,32.0430598,0.07431769,0.074030862,0.072479499,85,75,73,#554b49,2096.8175
32.6712653,4.05334043,2.52113817,32.6712653,4.77343758,31.8812088,0.074171236,0.073865891,0.072329671,85,75,73,#554b49,2103.8325
32.645319,4.04984875,2.53391633,32.645319,4.77723841,32.0334624,0.074051296,0.073747822,0.072176456,85,75,73,#554b49,2110.2125
32.6296662,4.02739578,2.56579734,32.6296662,4.77527306,32.5006402,0.073957868,0.073676655,0.072019855,85,74,73,#554a49,2115.6175
32.5934475,4.02787439,2.56026439,32.5934475,4.77270634,32.4415332,0.07379635,0.073512157,0.071868671,85,74,73,#554a49,2121.4575
32.5791808,4.01560446,2.55493944,32.5791808,4.75949521,32.4666706,0.07371988,0.073447428,0.071817522,85,74,73,#554a49,2128.3675
32.5455058,4.02211361,2.57363316,32.5455058,4.77503775,32.6139922,0.073576296,0.073294793,0.071614064,85,74,73,#554a49,2135.745
32.5195294,4.00355759,2.58725501,32.5195294,4.76679787,32.8721203,0.07344129,0.073177197,0.071459494,85,74,73,#554a49,2142.4775
32.4935251,3.98496154,2.60091315,32.4935251,4.75864137,33.1317663,0.073306285,0.073059601,0.071304923,84,74,72,#544a48,2149.0575
32.4569977,4.00046116,2.59471389,32.4569977,4.76825226,32.967591,0.073159831,0.072894631,0.071155095,84,74,72,#544a48,2156.155
32.4487811,3.98279365,2.62038687,32.4487811,4.76750172,33.3419913,0.073105112,0.072857556,0.071050092,84,74,72,#544a48,2162.1625
32.4164585,3.98453539,2.6023932,32.4164585,4.75909368,33.149492,0.072963421,0.072711832,0.070950731,84,74,72,#544a48,2167.2675
32.3757461,3.98367645,2.6094068,32.3757461,4.76221397,33.2257925,0.072782075,0.072528561,0.070747723,84,74,72,#544a48,2172.8375
32.3453026,3.97878574,2.63504797,32.3453026,4.77223362,33.5154895,0.072642307,0.072391718,0.070542685,84,74,72,#544a48,2178.6825
32.327582,3.94751529,2.62444065,32.327582,4.74031283,33.6172935,0.072531891,0.072312143,0.070490405,84,74,72,#544a48,2184.635
32.3045756,3.96276363,2.6428525,32.3045756,4.76320952,33.700177,0.072445897,0.072208919,0.070338321,84,74,72,#544a48,2191.5275
32.2825297,3.94528836,2.64412714,32.2825297,4.74939034,33.829942,0.072330718,0.072110097,0.070235574,84,74,72,#544a48,2198.4725
32.2596917,3.93018233,2.66400883,32.2596917,4.74797601,34.1307305,0.072214594,0.07200782,0.070080778,84,74,72,#544a48,2204.125
32.2339677,3.93933753,2.65791181,32.2339677,4.75214429,34.0079474,0.072110665,0.071892733,0.069980968,84,74,72,#544a48,2209.7175
32.2075484,3.93569608,2.67115561,32.2075484,4.75655084,34.1647251,0.071990724,0.071774664,0.069827753,84,74,72,#544a48,2215.6325
32.1895143,3.9346919,2.65910181,32.1895143,4.74896018,34.0511977,0.071910438,0.071694143,0.069778185,84,74,72,#544a48,2221.6075
32.1630462,3.93104259,2.67237544,32.1630462,4.75338683,34.2083908,0.071790497,0.071576074,0.06962497,84,73,72,#544948,2227.615
32.1359856,3.89925572,2.70582015,32.1359856,4.74612029,34.7580364,0.071639481,0.071455496,0.069416995,84,73,71,#544947,2233.225
32.1143489,3.90976679,2.68702022,32.1143489,4.74408621,34.4991237,0.071555378,0.071359183,0.069369008,84,73,71,#544947,2239.195
32.0844576,3.88702699,2.69506027,32.0844576,4.7299396,34.7354059,0.071401492,0.071226269,0.069214662,83,73,71,#534947,2245.9325
32.057767,3.89864306,2.70774543,32.057767,4.74671497,34.7813452,0.071296616,0.071107727,0.069062803,83,73,71,#534947,2252.4675
32.0396203,3.89761396,2.69563778,32.0396203,4.73897221,34.6682112,0.07121633,0.071027206,0.069013236,83,73,71,#534947,2258.5675
32.0129867,3.89391389,2.70906093,32.0129867,4.74358266,34.8269806,0.07109639,0.070909137,0.068860021,83,73,71,#534947,2264.42
31.9976991,3.86834652,2.72324917,31.9976991,4.73077064,35.1448842,0.071003908,0.070841425,0.068755468,83,73,71,#534947,2269.9525
31.9716932,3.87756255,2.71715664,31.9716932,4.73481061,35.0204011,0.070899979,0.070726338,0.068655657,83,73,71,#534947,2276.155
31.944984,3.87383556,2.73065564,31.944984,4.73952341,35.1799,0.070780039,0.070608269,0.068502442,83,73,71,#534947,2282.405
31.9190281,3.8676667,2.72527257,31.9190281,4.73137996,35.1696591,0.070661044,0.070493656,0.068401276,83,73,71,#534947,2288.2825
31.8845253,3.85879245,2.74560645,31.8845253,4.73588787,35.4325965,0.070502396,0.070341494,0.068196462,83,73,71,#534947,2294.68
31.8662469,3.85773629,2.73343403,31.8662469,4.72797957,35.319825,0.070422109,0.070260974,0.068146895,83,73,71,#534947,2301.22
31.8499727,3.84989623,2.76601446,31.8499727,4.74052075,35.6959109,0.070343747,0.070189333,0.067991649,83,73,71,#534947,2307.7225
31.8091836,3.83092868,2.75527313,31.8091836,4.71884992,35.7243707,0.070148282,0.07000999,0.067839334,83,73,71,#534947,2314.7275
31.7788013,3.8233302,2.76282822,31.7788013,4.71710436,35.8527598,0.070009461,0.069876603,0.067686344,83,73,71,#534947,2322.255
31.7632555,3.81298948,2.7765068,31.7632555,4.71676571,36.061006,0.069932044,0.069808418,0.067583147,83,73,71,#534947,2329.0625
31.7407067,3.79499953,2.77797573,31.7407067,4.70310223,36.2044824,0.069816866,0.069709596,0.067480399,82,73,70,#524946,2334.275
31.7137383,3.79116309,2.79171788,31.7137383,4.70814255,36.3670039,0.069696925,0.069591527,0.067327185,82,72,70,#524846,2340.0325
31.6980418,3.79634193,2.80474659,31.6980418,4.72004402,36.4570783,0.069634574,0.069522869,0.067225343,82,72,70,#524846,2347.1775
31.6605012,3.7810095,2.80014712,31.6605012,4.70498212,36.5229776,0.069457991,0.069358844,0.067072803,82,72,70,#524846,2354.29
31.6376381,3.79413148,2.80020777,31.6376381,4.71556966,36.4286819,0.069372942,0.069259076,0.066972768,82,72,70,#524846,2361.2825
31.6149701,3.7760366,2.8017162,31.6149701,4.70192153,36.5744076,0.069257764,0.069160254,0.066870021,82,72,70,#524846,2368.35
31.5913781,3.77601448,2.82173529,31.5913781,4.71385993,36.76998,0.069156705,0.069057504,0.066716581,82,72,70,#524846,2375.7325
